Sample Index, Min Value, Max Value,,
51,-1.92163133621216,2.76445508003235,,
52,-3.33352994918823,2.19356369972229,,
53,-2.52643990516663,2.85764241218567,,
54,-2.54292273521423,2.50474381446838,,
55,-3.13094782829285,1.9423553943634,,
56,-2.79626441001892,2.37552714347839,,
57,-2.32052826881409,2.14639472961426,,
58,-2.15718245506287,2.50184893608093,,
59,-2.61879444122314,2.85993409156799,,
60,-3.01167750358582,2.26718950271606,,
61,-2.30456948280334,2.2155487537384,,
62,-2.15318131446838,2.27601432800293,,
63,-2.40493679046631,1.86834788322449,,
64,-2.15644907951355,2.50633835792541,,
65,-2.27632761001587,3.04940986633301,,
66,-2.66075205802917,2.44151735305786,,
67,-2.38254499435425,1.883021235466,,
68,-2.85249733924866,2.01294589042664,,
69,-2.74049067497253,3.11584258079529,,
70,-3.09718823432922,2.68713426589966,,
71,-2.45784473419189,2.84889459609985,,
72,-2.29728841781616,2.46031141281128,,
73,-2.41779971122742,2.4637508392334,,
74,-2.37743449211121,2.58044099807739,,
75,-3.01654958724976,3.45343255996704,,
76,-2.67450189590454,2.00837016105652,,
77,-2.06000566482544,1.46170687675476,,
78,-1.84741020202637,1.93772792816162,,
79,-2.50012016296387,2.09557008743286,,
80,-2.84994387626648,2.12984895706177,,
81,-2.00771450996399,2.49589276313782,,
82,-3.53094148635864,2.58845973014832,,
83,-2.49179029464722,2.81559228897095,,
84,-2.84178853034973,2.92269921302795,,
85,-2.49930787086487,3.20086741447449,,
86,-3.14990401268005,2.5138852596283,,
87,-3.08279871940613,3.31094121932983,,
88,-2.02798962593079,2.10922574996948,,
89,-2.39269661903381,2.44561243057251,,
90,-3.29582691192627,2.7367308139801,,
91,-2.14156699180603,2.29193067550659,,
92,-2.31308722496033,2.33469486236572,,
93,-1.95656371116638,2.89153718948364,,
94,-2.29017639160156,2.28151178359985,,
95,-1.75827145576477,2.53878235816956,,
96,-2.7560715675354,2.5024745464325,,
97,-2.68981170654297,2.64279294013977,,
98,-2.41816878318787,2.31825304031372,,
99,-2.68601703643799,2.44953179359436,,
100,-2.2999804019928,2.63493871688843,,
101,-2.13955354690552,1.86350393295288,,
102,-1.79474592208862,2.4428608417511,,
103,-2.39094352722168,2.4664306640625,,
104,-1.65246903896332,3.46004390716553,,
105,-2.59147977828979,2.24904251098633,,
106,-2.4719123840332,3.05732369422913,,
107,-2.17349624633789,2.87006258964539,,
108,-2.72157764434814,2.12031364440918,,
109,-2.4852454662323,1.92845094203949,,
110,-2.28968596458435,1.97094714641571,,
111,-1.92841231822968,3.2852897644043,,
112,-2.82230091094971,2.69931077957153,,
113,-2.90128660202026,2.08146476745605,,
114,-2.14799404144287,2.5213737487793,,
115,-2.19664311408997,1.90594065189362,,
116,-3.35849928855896,2.93039608001709,,
117,-2.62146902084351,2.00529766082764,,
118,-2.17255520820618,3.57877588272095,,
119,-2.76915144920349,1.93612253665924,,
120,-2.00229287147522,2.08592987060547,,
121,-1.82379078865051,3.32119679450989,,
122,-2.34450936317444,2.15009641647339,,
123,-2.38606643676758,2.73710370063782,,
124,-2.87212872505188,2.03884935379028,,
125,-2.76782941818237,2.33951663970947,,
126,-2.2026834487915,2.43183422088623,,
127,-2.70075345039368,2.96644496917725,,
128,-2.19537234306335,2.29877305030823,,
129,-2.10059714317322,2.61072993278503,,
130,-2.24101233482361,2.687664270401,,
131,-3.35030841827393,2.4245879650116,,
132,-2.95617890357971,2.00450420379639,,
133,-2.09165048599243,2.06771731376648,,
134,-2.7177996635437,1.99908423423767,,
135,-3.00391912460327,2.03424453735352,,
136,-2.50371670722961,2.31347370147705,,
137,-2.1603262424469,3.48216247558594,,
138,-3.1505389213562,2.20223569869995,,
139,-2.34361982345581,2.92215919494629,,
140,-2.51280212402344,2.29806804656982,,
141,-2.09106302261353,2.04644846916199,,
142,-1.82345175743103,3.57126331329346,,
143,-2.21360611915588,3.349928855896,,
144,-2.54591417312622,2.84586238861084,,
145,-3.46160507202148,2.50340247154236,,
146,-2.704265832901,2.52793788909912,,
147,-3.52685356140137,1.91402435302734,,
148,-2.86887621879578,3.15822529792786,,
149,-2.45367789268494,2.58700966835022,,
150,-2.8245267868042,2.56725358963013,,
151,-2.61251306533813,2.42069315910339,,
152,-2.27036356925964,2.66717767715454,,
153,-2.54855942726135,2.20747303962708,,
154,-2.41778635978699,1.9192019701004,,
155,-2.47554445266724,2.26402020454407,,
156,-3.44910311698914,2.35351538658142,,
157,-2.08595943450928,2.86573958396912,,
158,-2.48816537857056,2.78355145454407,,
159,-2.32411742210388,3.581862449646,,
160,-1.88983726501465,2.16672110557556,,
161,-3.27732849121094,3.25174522399902,,
162,-3.24737095832825,2.17517614364624,,
163,-2.36751818656921,3.30937933921814,,
164,-2.32583546638489,3.91555953025818,,
165,-2.50859546661377,2.367844581604,,
166,-3.02789402008057,2.22378253936768,,
167,-2.82896661758423,2.30910110473633,,
168,-2.72009348869324,2.93835806846619,,
169,-2.69088840484619,1.98700666427612,,
170,-2.57845997810364,2.77267932891846,,
171,-2.69507074356079,2.27075266838074,,
172,-2.82734441757202,2.42394542694092,,
173,-2.35973763465881,2.35405993461609,,
174,-2.91799211502075,2.57570719718933,,
175,-1.80672812461853,2.79507160186768,,
176,-2.33862400054932,2.24972081184387,,
177,-3.21743845939636,3.62669110298157,,
178,-2.39560723304749,3.02904582023621,,
179,-1.7577098608017,2.5883948802948,,
180,-1.97609615325928,2.85866665840149,,
181,-2.64398431777954,3.18625545501709,,
182,-2.33088326454163,2.03022241592407,,
183,-2.72471117973328,1.87549674510956,,
184,-2.5702919960022,2.45987319946289,,
185,-2.41062784194946,3.43445944786072,,
186,-2.3307614326477,3.0010678768158,,
187,-2.60558795928955,2.52700352668762,,
188,-3.40397953987122,2.53764748573303,,
189,-2.50729155540466,3.22212934494019,,
190,-2.62104320526123,3.40598011016846,,
191,-2.2166051864624,2.30801343917847,,
192,-2.22171783447266,2.28617405891418,,
193,-2.10424160957336,3.46033644676208,,
194,-2.46107125282288,2.12882351875305,,
195,-1.8228862285614,2.29043364524841,,
196,-2.21128082275391,2.44574308395386,,
197,-2.83222937583923,2.12071537971497,,
198,-2.6351318359375,2.34171175956726,,
199,-1.98342633247376,2.21973538398743,,
200,-2.37276387214661,2.89270853996277,,
201,-2.72641682624817,2.71836924552917,,
202,-2.86796092987061,2.27562808990479,,
203,-4.03628778457642,2.14309048652649,,
204,-2.62148976325989,3.59767818450928,,
205,-2.14672303199768,2.38804268836975,,
206,-1.97120904922485,2.89681720733643,,
207,-2.24981021881104,3.36324334144592,,
208,-2.90317940711975,2.95772814750671,,
209,-2.43850159645081,2.1188530921936,,
210,-2.95427775382996,2.79976963996887,,
211,-3.3750581741333,2.51293587684631,,
212,-2.4150824546814,2.46228122711182,,
213,-2.40374708175659,2.28978514671326,,
214,-2.94821810722351,2.41198945045471,,
215,-2.40010738372803,2.04947376251221,,
216,-2.40176057815552,1.80838978290558,,
217,-2.3217077255249,2.83416509628296,,
218,-2.22211980819702,3.14891195297241,,
219,-3.0312077999115,3.12924885749817,,
220,-1.94518601894379,2.59348726272583,,
221,-3.39346289634705,2.99044275283813,,
222,-2.17945051193237,2.97706747055054,,
223,-2.01386260986328,2.83509254455566,,
224,-2.21534109115601,2.05274939537048,,
225,-2.35834717750549,2.37040400505066,,
226,-2.14666390419006,2.143718957901,,
227,-3.31163120269775,2.08665609359741,,
228,-2.69967842102051,3.10919046401978,,
229,-2.30754494667053,2.07199358940125,,
230,-2.93337297439575,2.24970746040344,,
231,-1.95060133934021,1.80919313430786,,
232,-3.90676140785217,2.55015993118286,,
233,-2.44979500770569,1.83092617988586,,
234,-1.97386038303375,2.36235547065735,,
235,-2.42746043205261,1.69080078601837,,
236,-2.80989956855774,3.29182982444763,,
237,-2.8635196685791,2.3318190574646,,
238,-2.85152864456177,2.11902666091919,,
239,-2.01809740066528,2.12357783317566,,
240,-2.14054584503174,2.31107616424561,,
241,-2.71767973899841,2.34527516365051,,
242,-2.85694169998169,2.63659310340881,,
243,-2.66754150390625,2.18449282646179,,
244,-2.38803505897522,2.19507193565369,,
245,-2.80604267120361,2.69657492637634,,
246,-2.55593204498291,2.5104444026947,,
247,-2.4312698841095,1.60655462741852,,
248,-2.16873836517334,2.59167337417603,,
249,-2.18034553527832,2.39649534225464,,
250,-2.61525583267212,2.5673942565918,,
251,-2.5276997089386,1.95589351654053,,
252,-2.63181710243225,2.23078846931458,,
253,-2.48491382598877,2.79856586456299,,
254,-3.28442049026489,2.63476848602295,,
255,-2.32583355903625,2.31083250045776,,
256,-3.17173194885254,2.61365532875061,,
257,-2.42003607749939,2.62216734886169,,
258,-3.31969594955444,2.46133255958557,,
259,-2.24191761016846,1.88133203983307,,
260,-2.1415684223175,3.54607486724854,,
261,-1.95783841609955,2.61622929573059,,
262,-2.58069968223572,2.39885520935059,,
263,-2.9706289768219,2.34102320671082,,
264,-2.3920214176178,2.7332808971405,,
265,-1.85446667671204,1.81926870346069,,
266,-2.6573543548584,2.89331698417664,,
267,-2.05403351783752,2.91430139541626,,
268,-2.92835164070129,3.07441163063049,,
269,-1.73005819320679,1.97896492481232,,
270,-2.0194399356842,3.47859215736389,,
271,-2.50201559066772,2.50021934509277,,
272,-2.20942068099976,3.472332239151,,
273,-2.16444158554077,2.45770621299744,,
274,-3.63661599159241,1.72152090072632,,
275,-2.49213337898254,3.45081973075867,,
276,-2.1202437877655,2.87615704536438,,
277,-2.33701205253601,2.68110346794128,,
278,-2.60050415992737,2.77974987030029,,
279,-2.66500234603882,1.7821284532547,,
280,-2.03866386413574,2.09827208518982,,
281,-2.54998064041138,2.38838005065918,,
282,-2.84447526931763,2.84001421928406,,
283,-2.00035953521729,2.52063679695129,,
284,-2.8963029384613,2.62783098220825,,
285,-2.45119261741638,2.12898707389832,,
286,-1.93063735961914,2.28456592559814,,
287,-2.62621808052063,2.90970134735107,,
288,-2.11988568305969,2.54146552085876,,
289,-2.87248682975769,2.16434264183044,,
290,-3.29573750495911,2.05171966552734,,
291,-2.30716180801392,3.23537397384644,,
292,-2.40437865257263,2.33193039894104,,
293,-1.68912374973297,2.60718536376953,,
294,-2.54452514648437,3.01238441467285,,
295,-2.22149801254272,2.25310230255127,,
296,-2.56878328323364,2.39674091339111,,
297,-1.88189113140106,3.06810760498047,,
298,-2.98221111297607,3.2099392414093,,
299,-2.44617652893066,2.13141632080078,,
300,-2.55614566802979,2.28472566604614,,
301,-2.04927778244019,3.32213258743286,,
302,-3.45108127593994,1.87965762615204,,
303,-3.09621524810791,1.74302089214325,,
304,-2.3643524646759,2.83606314659119,,
305,-1.77667045593262,1.97037136554718,,
306,-2.86568808555603,2.2902090549469,,
307,-2.0279712677002,2.05283617973328,,
308,-2.65020966529846,3.31763982772827,,
309,-2.4706392288208,2.15293216705322,,
310,-2.63788294792175,2.92715859413147,,
311,-2.92757105827332,2.387366771698,,
312,-2.50747895240784,2.19526720046997,,
313,-2.08119559288025,2.27498722076416,,
314,-2.6001455783844,2.00718712806702,,
315,-1.9961713552475,2.42379856109619,,
316,-2.68399500846863,2.11438345909119,,
317,-2.12679409980774,2.4049379825592,,
318,-3.08864521980286,2.00426530838013,,
319,-2.7117702960968,1.85287392139435,,
320,-2.42979121208191,3.57306432723999,,
321,-3.20797038078308,2.46726393699646,,
322,-2.15607118606567,1.74101531505585,,
323,-2.61336374282837,3.25376176834106,,
324,-3.0868091583252,2.50774574279785,,
325,-3.77224016189575,1.81362247467041,,
326,-2.95990586280823,2.42466950416565,,
327,-3.77708292007446,2.51615953445435,,
328,-3.25823473930359,2.00328159332275,,
329,-2.11915707588196,2.51261067390442,,
330,-2.6378800868988,2.77529668807983,,
331,-2.19735240936279,1.88604974746704,,
332,-2.40654325485229,2.79352831840515,,
333,-2.07956600189209,1.95914614200592,,
334,-2.88301753997803,2.77558064460754,,
335,-2.66788053512573,2.32025766372681,,
336,-2.20018911361694,2.60339999198914,,
337,-2.25238370895386,2.49269604682922,,
338,-2.72307634353638,2.49948120117187,,
339,-2.69224500656128,2.22092938423157,,
340,-2.32047009468079,2.10072207450867,,
341,-2.34915518760681,2.78593778610229,,
342,-2.05770659446716,2.8736584186554,,
343,-3.21869111061096,2.17214131355286,,
344,-2.36234188079834,2.26122903823853,,
345,-1.89245545864105,2.97833156585693,,
346,-2.96862077713013,2.18442058563232,,
347,-3.39869618415833,2.65736436843872,,
348,-1.96761238574982,2.44264650344849,,
349,-2.30807399749756,3.6326003074646,,
350,-1.82317125797272,1.71720218658447,,
351,-1.80073511600494,2.89589381217957,,
352,-1.79486095905304,2.32154655456543,,
353,-4.78276300430298,1.98896777629852,,
354,-3.03419899940491,2.15354013442993,,
355,-2.57245779037476,2.6480450630188,,
356,-2.08405876159668,3.89449286460876,,
357,-1.94868338108063,2.48188924789429,,
358,-2.06713509559631,2.22358560562134,,
359,-2.36376976966858,2.69823622703552,,
360,-1.94491815567017,1.98903203010559,,
361,-2.51948857307434,2.68604111671448,,
362,-2.38317775726318,2.4526686668396,,
363,-2.72895073890686,2.24331617355347,,
364,-1.76193678379059,2.72059297561645,,
365,-2.62225651741028,2.61595058441162,,
366,-2.30209922790527,2.28940534591675,,
367,-2.85890007019043,2.30132675170898,,
368,-2.6220326423645,2.61190485954285,,
369,-2.55323028564453,2.5827956199646,,
370,-2.08139252662659,2.13060307502747,,
371,-2.57126307487488,2.47251081466675,,
372,-2.9879252910614,3.48781991004944,,
373,-2.93690657615662,2.94411826133728,,
374,-2.17591309547424,2.7642240524292,,
375,-2.45403957366943,2.06978893280029,,
376,-2.44910073280334,3.6152880191803,,
377,-2.13912916183472,2.8038113117218,,
378,-2.31692910194397,3.06315040588379,,
379,-2.41669511795044,2.34243249893188,,
380,-2.21133756637573,2.8729088306427,,
381,-2.72474384307861,2.92129588127136,,
382,-2.16601610183716,2.48871970176697,,
383,-3.16988015174866,1.98557269573212,,
384,-2.36111998558044,2.81694793701172,,
385,-2.11380386352539,2.74113011360168,,
386,-2.27868723869324,2.81478238105774,,
387,-1.8433198928833,2.13172316551208,,
388,-2.43436884880066,2.54454803466797,,
389,-2.33254957199097,2.73727345466614,,
390,-2.02300238609314,2.56658482551575,,
391,-3.74307513237,2.48073697090149,,
392,-2.69477605819702,2.16258263587952,,
393,-2.33485054969788,2.89484047889709,,
394,-3.09003686904907,2.70196342468262,,
395,-2.54631996154785,1.98678970336914,,
396,-2.90648317337036,2.30396556854248,,
397,-2.11979293823242,1.96617150306702,,
398,-1.84292948246002,2.0864245891571,,
399,-2.11800813674927,2.58102488517761,,
400,-2.14835786819458,2.78840732574463,,
401,-2.12733840942383,2.68320274353027,,
402,-2.09361457824707,3.06519556045532,,
403,-2.57366633415222,1.81804096698761,,
404,-2.22796726226807,2.26334643363953,,
405,-1.93252325057983,3.91123700141907,,
406,-2.01381611824036,2.26859426498413,,
407,-2.8454384803772,2.80408477783203,,
408,-2.11524057388306,2.4899628162384,,
409,-3.41634845733643,2.42702484130859,,
410,-2.21744537353516,2.38793873786926,,
411,-2.37013292312622,2.28206992149353,,
412,-2.16125583648682,1.82631087303162,,
413,-3.00290131568909,2.50865578651428,,
414,-2.55567932128906,2.56803870201111,,
415,-2.16754388809204,2.21968793869019,,
416,-2.68695378303528,2.35135507583618,,
417,-2.64605069160461,2.92303109169006,,
418,-3.56160664558411,3.14884924888611,,
419,-2.00416254997253,2.18174004554749,,
420,-2.33877754211426,2.26377868652344,,
421,-2.60070514678955,2.56370568275452,,
422,-2.84906125068665,2.24026012420654,,
423,-2.84250164031982,2.79267692565918,,
424,-1.84322619438171,2.27039051055908,,
425,-2.75868058204651,1.81797003746033,,
426,-2.77011013031006,2.11084628105164,,
427,-2.37252807617187,2.97378540039062,,
428,-2.74785900115967,1.99365866184235,,
429,-2.72665333747864,2.11356639862061,,
430,-2.53725433349609,1.86024141311646,,
431,-2.27279281616211,2.88617372512817,,
432,-3.3711211681366,2.40432643890381,,
433,-2.05238890647888,2.56409382820129,,
434,-2.58796787261963,2.45577335357666,,
435,-2.4618284702301,2.08043217658997,,
436,-2.48767375946045,2.82676100730896,,
437,-2.72203397750854,2.72210049629211,,
438,-1.93086063861847,2.31329607963562,,
439,-3.52017164230347,2.908358335495,,
440,-2.23063015937805,2.33019685745239,,
441,-2.41072130203247,3.09929895401001,,
442,-3.6156370639801,2.16334652900696,,
443,-2.23289346694946,2.47275805473328,,
444,-2.10911273956299,2.33630442619324,,
445,-1.75287330150604,2.66481113433838,,
446,-2.66109228134155,2.5755500793457,,
447,-2.61275386810303,3.05744361877441,,
448,-3.28871512413025,3.63568782806396,,
449,-2.80581831932068,1.91564512252808,,
450,-2.38654208183289,2.5348072052002,,
451,-2.42211008071899,2.264892578125,,
452,-2.70693349838257,3.66078591346741,,
453,-1.89895462989807,2.35085701942444,,
454,-2.18627452850342,3.36657476425171,,
455,-1.79593861103058,2.34304547309875,,
456,-2.40181374549866,2.53344678878784,,
457,-2.67677712440491,2.43960452079773,,
458,-2.22890162467957,2.85253977775574,,
459,-2.28759956359863,2.57626271247864,,
460,-2.83852744102478,2.34802675247192,,
461,-2.11174130439758,2.68916630744934,,
462,-2.19136881828308,2.97779297828674,,
463,-2.2369396686554,2.36131000518799,,
464,-2.28605985641479,3.15174698829651,,
465,-2.83440947532654,3.15449118614197,,
466,-2.32417893409729,2.25791788101196,,
467,-2.33960175514221,2.47033023834229,,
468,-2.3472888469696,2.28707885742187,,
469,-1.99254965782166,2.2417209148407,,
470,-2.34956932067871,2.50284576416016,,
471,-2.05229163169861,2.83081603050232,,
472,-2.16772365570068,2.8584291934967,,
473,-2.43657875061035,3.33815693855286,,
474,-1.92610335350037,2.68542885780334,,
475,-2.58768773078918,2.4424991607666,,
476,-2.73841381072998,2.42323589324951,,
477,-2.87831401824951,2.83076500892639,,
478,-2.50741767883301,2.66103148460388,,
479,-2.36977291107178,2.84957695007324,,
480,-1.90894937515259,2.87975597381592,,
481,-2.58594155311584,1.93950176239014,,
482,-2.62778925895691,2.07977294921875,,
483,-2.76649498939514,2.82138991355896,,
484,-2.07754588127136,2.76658773422241,,
485,-3.55759263038635,2.49094152450562,,
486,-2.62394046783447,1.87582159042358,,
487,-2.37106323242187,2.74860978126526,,
488,-2.73149251937866,2.80894732475281,,
489,-2.3858118057251,2.99015736579895,,
490,-2.15514945983887,2.2924280166626,,
491,-3.15840458869934,2.32414746284485,,
492,-2.35690426826477,1.80516755580902,,
493,-2.95171117782593,2.86635756492615,,
494,-1.99764513969421,2.76846599578857,,
495,-2.44787573814392,2.78382349014282,,
496,-2.44315195083618,2.35087990760803,,
497,-2.27677369117737,2.12539553642273,,
498,-2.1579053401947,2.15474891662598,,
499,-2.71282529830933,3.24856901168823,,
500,-3.19564318656921,2.59705948829651,,
501,-2.7468421459198,2.34180378913879,,
502,-2.64173245429993,2.31014728546143,,
503,-2.48059320449829,2.07015109062195,,
504,-2.97080945968628,3.1103823184967,,
505,-3.70701742172241,2.02216124534607,,
506,-2.56149530410767,2.12204241752625,,
507,-2.69076776504517,1.61769199371338,,
508,-2.711758852005,2.12025427818298,,
509,-2.85739779472351,2.29988217353821,,
510,-2.95827484130859,2.18062686920166,,
511,-2.25910830497742,2.58360123634338,,
512,-2.59442925453186,3.36223173141479,,
513,-2.74085450172424,2.36448097229004,,
514,-1.84257173538208,2.44307017326355,,
515,-2.11115956306458,2.64204263687134,,
516,-2.55140852928162,2.65882086753845,,
517,-3.06677556037903,2.16528677940369,,
518,-2.97071647644043,2.88349270820618,,
519,-2.12182235717773,3.3284649848938,,
520,-2.33003234863281,2.13172268867493,,
521,-1.94196152687073,2.35244488716125,,
522,-2.24780511856079,2.03335809707642,,
523,-2.65387582778931,2.24250078201294,,
524,-2.09775710105896,3.35663080215454,,
525,-2.42467784881592,2.53108906745911,,
526,-2.143798828125,1.86764121055603,,
527,-2.52040219306946,2.32605028152466,,
528,-2.16136598587036,2.63490533828735,,
529,-2.51277756690979,2.22975993156433,,
530,-3.16095232963562,2.36010122299194,,
531,-2.62884831428528,2.44116282463074,,
532,-2.28605222702026,2.22187256813049,,
533,-2.33836078643799,2.93792247772217,,
534,-4.00092649459839,1.9303811788559,,
535,-2.7263445854187,2.37150096893311,,
536,-2.46510338783264,2.90178632736206,,
537,-2.54490041732788,2.68592238426208,,
538,-3.41140246391296,2.54865503311157,,
539,-2.30386304855347,2.64395475387573,,
540,-2.64580392837524,2.68413400650024,,
541,-2.84567666053772,2.59208369255066,,
542,-2.72463202476501,2.69157481193542,,
543,-2.21977424621582,1.76438975334167,,
544,-1.9689074754715,2.40935754776001,,
545,-2.58420348167419,2.81052684783936,,
546,-2.19635033607483,2.35562133789062,,
547,-2.3212251663208,2.8639976978302,,
548,-2.70760869979858,2.70165920257568,,
549,-2.59194397926331,2.00452709197998,,
550,-2.9467921257019,1.94390320777893,,
551,-2.49562120437622,2.69625306129456,,
552,-2.24125289916992,2.79444718360901,,
553,-2.80876207351685,1.98309946060181,,
554,-2.24028348922729,1.59284508228302,,
555,-2.52120065689087,2.14221000671387,,
556,-2.39317607879639,3.02208161354065,,
557,-3.5095112323761,3.21923112869263,,
558,-2.57851123809814,3.43840980529785,,
559,-2.37157678604126,2.04719543457031,,
560,-2.28191494941711,2.52710199356079,,
561,-2.46402740478516,3.12624049186707,,
562,-3.1424126625061,2.83914637565613,,
563,-2.29179406166077,2.28016710281372,,
564,-3.16551828384399,2.50061535835266,,
565,-2.28819918632507,3.11662769317627,,
566,-2.7789626121521,2.65394186973572,,
567,-2.17938661575317,2.66559720039368,,
568,-2.63242244720459,2.38088464736938,,
569,-2.48438119888306,2.6714403629303,,
570,-2.0727367401123,2.61956357955933,,
571,-2.45115637779236,2.52149510383606,,
572,-2.93999266624451,2.79874658584595,,
573,-2.4890730381012,2.30324172973633,,
574,-2.08012080192566,2.14816212654114,,
575,-2.72210192680359,2.50118923187256,,
576,-2.77339601516724,2.09168195724487,,
577,-1.88371801376343,2.5893874168396,,
578,-2.03501009941101,2.71386909484863,,
579,-2.67843890190125,2.61237168312073,,
580,-2.55439233779907,2.35648131370544,,
581,-2.07556796073914,2.46391034126282,,
582,-2.52212476730347,1.96381771564484,,
583,-2.36409544944763,1.9636697769165,,
584,-3.11412620544434,1.99688398838043,,
585,-2.51347780227661,2.01084876060486,,
586,-2.42506003379822,2.16908097267151,,
587,-2.88028359413147,2.91029763221741,,
588,-2.87252378463745,2.25162601470947,,
589,-2.07232022285461,2.78725862503052,,
590,-3.00700354576111,1.90871775150299,,
591,-2.76527976989746,2.23215317726135,,
592,-2.78632068634033,2.31360173225403,,
593,-2.95286536216736,3.18693780899048,,
594,-2.54199552536011,2.12318158149719,,
595,-1.974369764328,2.58498525619507,,
596,-2.84796237945557,3.84875273704529,,
597,-2.41061449050903,1.86612606048584,,
598,-2.70322489738464,1.82432103157043,,
599,-2.33129787445068,2.4171986579895,,
600,-2.67766571044922,2.60346221923828,,
601,-2.28171133995056,2.62218737602234,,
602,-2.198086977005,2.63518643379211,,
603,-2.68938636779785,2.23441696166992,,
604,-2.33091044425964,3.64322566986084,,
605,-2.0034921169281,3.25999712944031,,
606,-2.11334133148193,2.607914686203,,
607,-2.54261112213135,3.72360134124756,,
608,-1.74404788017273,2.96766948699951,,
609,-1.99293577671051,2.57591962814331,,
610,-3.60349607467651,2.54117679595947,,
611,-3.05417966842651,2.1941773891449,,
612,-2.79099416732788,2.30043148994446,,
613,-2.45326495170593,2.6014096736908,,
614,-2.83692836761475,2.28452277183533,,
615,-3.01281809806824,2.15381669998169,,
616,-2.46031045913696,2.0879545211792,,
617,-2.02753305435181,2.25046825408936,,
618,-2.65917015075684,2.75141549110413,,
619,-2.84371829032898,2.18726897239685,,
620,-2.2507176399231,2.78287649154663,,
621,-2.54157853126526,2.40964698791504,,
622,-2.40979170799255,2.4075140953064,,
623,-2.68128085136414,2.40941691398621,,
624,-3.23053193092346,2.41405940055847,,
625,-3.73404860496521,2.85348272323608,,
626,-2.50774836540222,3.00866365432739,,
627,-2.09190249443054,1.73206353187561,,
628,-2.54345321655273,2.74415254592895,,
629,-2.54326963424683,2.06178283691406,,
630,-2.22709345817566,2.6262731552124,,
631,-2.02184414863586,2.71278524398804,,
632,-2.35902428627014,2.74972629547119,,
633,-2.47924613952637,2.51918768882751,,
634,-2.56983637809753,2.81246399879456,,
635,-3.08081555366516,2.32690834999084,,
636,-2.23903822898865,2.3190906047821,,
637,-2.36374258995056,2.5345344543457,,
638,-2.80953931808472,2.45342111587524,,
639,-2.41810941696167,2.54683136940002,,
640,-2.63465690612793,2.6255898475647,,
641,-2.71414613723755,3.23106265068054,,
642,-2.74601578712463,3.30739998817444,,
643,-2.22620105743408,2.50950121879578,,
644,-2.48105096817017,1.93284118175507,,
645,-2.04056930541992,2.89780735969543,,
646,-2.07934021949768,3.4303286075592,,
647,-2.09707975387573,3.14662289619446,,
648,-3.15004110336304,2.56954336166382,,
649,-2.72897100448608,2.44100880622864,,
650,-3.75522422790527,2.5075216293335,,
651,-2.37459349632263,2.6289005279541,,
652,-2.3903329372406,3.0449845790863,,
653,-2.57385015487671,2.36439061164856,,
654,-2.11380290985107,2.15919637680054,,
655,-2.04770588874817,3.08097887039185,,
656,-2.11984324455261,2.39953899383545,,
657,-2.91371965408325,3.67699241638184,,
658,-2.09688758850098,1.90281426906586,,
659,-2.35172510147095,2.14935040473938,,
660,-2.6346492767334,3.62840247154236,,
661,-2.42216539382935,2.32364511489868,,
662,-2.26032185554504,2.18000292778015,,
663,-1.99591481685638,2.55908346176147,,
664,-2.52138447761536,3.09091329574585,,
