Sample Number,Min,Max,,
55,-2.0736882686615,2.89721751213074,,
56,-2.16349935531616,3.06438064575195,,
57,-2.3832516670227,2.26796889305115,,
58,-2.05830574035645,2.93905520439148,,
59,-2.63033533096313,2.27357196807861,,
60,-2.79566192626953,2.10972785949707,,
61,-2.62226128578186,3.41587853431702,,
62,-1.84155416488647,1.91668486595154,,
63,-2.36018800735474,4.11870241165161,,
64,-2.25582265853882,2.63626217842102,,
65,-2.5962336063385,2.58352136611938,,
66,-3.08849930763245,2.71773552894592,,
67,-2.18547654151916,2.50974678993225,,
68,-2.18688678741455,2.22207689285278,,
69,-2.12453699111938,2.66932392120361,,
70,-2.2126932144165,2.9904510974884,,
71,-2.66146278381348,2.46597504615784,,
72,-2.2803270816803,1.92790102958679,,
73,-2.20918440818787,2.45826768875122,,
74,-2.42311000823975,3.8130784034729,,
75,-3.30213499069214,2.20214629173279,,
76,-3.07062029838562,3.44613885879517,,
77,-1.75171911716461,2.41263246536255,,
78,-3.4562931060791,2.16104006767273,,
79,-2.52397012710571,2.86362314224243,,
80,-2.54812359809875,2.51111936569214,,
81,-3.49534225463867,2.84228754043579,,
82,-2.66750645637512,2.36951637268066,,
83,-1.90404808521271,3.21486258506775,,
84,-2.44914269447327,2.76065516471863,,
85,-2.46521997451782,2.50004863739014,,
86,-1.88559424877167,2.49164652824402,,
87,-2.01517581939697,2.45415067672729,,
88,-2.53708839416504,2.22711682319641,,
89,-2.20877957344055,2.63997864723206,,
90,-1.91036093235016,2.05917739868164,,
91,-2.5948007106781,2.04411911964416,,
92,-2.36351466178894,3.24627494812012,,
93,-2.34952044487,2.64306879043579,,
94,-2.1413037776947,2.6304337978363,,
95,-2.95537042617798,2.69817352294922,,
96,-2.27843856811523,2.74288582801819,,
97,-2.38127636909485,3.26317667961121,,
98,-2.46367692947388,2.56037831306458,,
99,-2.90629148483276,2.2903470993042,,
100,-3.06054449081421,2.83239984512329,,
101,-2.39840841293335,2.05956315994263,,
102,-2.03014612197876,2.80172276496887,,
103,-2.24604487419128,2.63113760948181,,
104,-1.90124261379242,2.10568451881409,,
105,-2.22485327720642,2.18558716773987,,
106,-2.8045768737793,2.49158334732056,,
107,-3.05739259719849,2.2866063117981,,
108,-2.01406311988831,2.19477319717407,,
109,-2.47201991081238,2.39588570594788,,
110,-2.28653335571289,2.82726383209229,,
111,-2.58192729949951,2.55698156356812,,
112,-2.15603399276733,2.4285352230072,,
113,-3.30491471290588,2.42615866661072,,
114,-2.56100916862488,2.6614248752594,,
115,-2.61881446838379,2.9192533493042,,
116,-2.74875545501709,3.31494307518005,,
117,-2.77778577804565,1.80116641521454,,
118,-2.59908604621887,2.9589695930481,,
119,-2.34619355201721,3.0611047744751,,
120,-2.15446043014526,2.04170107841492,,
121,-1.97814679145813,2.75541758537292,,
122,-3.33821201324463,1.91836857795715,,
123,-2.16092419624329,2.50434017181396,,
124,-2.63829302787781,2.32621479034424,,
125,-3.0784375667572,1.63875806331635,,
126,-3.44523453712463,2.82507491111755,,
127,-3.60023283958435,2.85108995437622,,
128,-2.58735346794128,2.23965072631836,,
129,-3.36354923248291,2.68420076370239,,
130,-2.18548369407654,2.47238230705261,,
131,-3.11637306213379,2.47532939910889,,
132,-1.75940954685211,2.20228719711304,,
133,-2.09233951568604,1.8485347032547,,
134,-3.24222683906555,2.92944407463074,,
135,-2.12643003463745,2.21123504638672,,
136,-2.70079326629639,2.67384624481201,,
137,-2.34354496002197,2.52340221405029,,
138,-2.70330214500427,2.85335636138916,,
139,-3.19541883468628,2.48404955863953,,
140,-2.62861561775208,2.46830224990845,,
141,-2.32060885429382,2.42574906349182,,
142,-2.28268003463745,2.51251268386841,,
143,-2.55155944824219,2.25349617004395,,
144,-2.84098029136658,2.82820796966553,,
145,-2.28958511352539,2.12920570373535,,
146,-3.20602083206177,2.55826330184937,,
147,-3.20936918258667,2.7651834487915,,
148,-1.85607957839966,3.20943427085876,,
149,-1.945592045784,2.40091776847839,,
150,-2.96602034568787,2.38608717918396,,
151,-2.59263300895691,2.52713489532471,,
152,-2.70734810829163,2.47512221336365,,
153,-2.25706815719604,2.80458402633667,,
154,-1.92170405387878,2.27096009254456,,
155,-2.34601521492004,2.11190438270569,,
156,-3.30901384353638,2.34619832038879,,
157,-2.74812436103821,3.05316781997681,,
158,-2.04870247840881,2.52323818206787,,
159,-1.91314804553986,2.76944351196289,,
160,-2.06069350242615,2.89162540435791,,
161,-2.56170344352722,3.1777880191803,,
162,-2.19848489761353,2.16275382041931,,
163,-2.10952138900757,2.24339509010315,,
164,-2.0960648059845,2.59688067436218,,
165,-2.1545832157135,2.15650653839111,,
166,-2.5186755657196,2.37719416618347,,
167,-2.20344710350037,3.37070846557617,,
168,-2.21766543388367,2.38822865486145,,
169,-3.10274219512939,2.5381007194519,,
170,-2.06811666488647,2.11856889724731,,
171,-2.08312630653381,2.5045177936554,,
172,-2.92972230911255,2.79241728782654,,
173,-3.02131199836731,1.90869247913361,,
174,-3.2642982006073,2.88663578033447,,
175,-2.30891871452332,2.78146576881409,,
176,-2.48597311973572,2.65160536766052,,
177,-3.12169337272644,2.26547384262085,,
178,-2.2720890045166,3.78528785705566,,
179,-3.14014554023743,3.49094867706299,,
180,-2.32269096374512,2.35606288909912,,
181,-2.80792880058289,3.28699207305908,,
182,-2.72840857505798,2.89998745918274,,
183,-2.53133988380432,2.32132506370544,,
184,-2.39763522148132,2.54977941513062,,
185,-2.39183688163757,2.38259673118591,,
186,-2.34540939331055,2.42723917961121,,
187,-2.96281266212463,2.11961102485657,,
188,-2.36756324768066,2.75187134742737,,
189,-2.80779576301575,2.90490174293518,,
190,-3.1302056312561,3.00195598602295,,
191,-2.56332111358643,2.48503613471985,,
192,-3.63164091110229,2.11178517341614,,
193,-2.74673914909363,2.01872658729553,,
194,-2.41412949562073,2.12908148765564,,
195,-2.27948641777039,2.73570585250854,,
196,-1.86795246601105,2.86374282836914,,
197,-2.38411784172058,2.54869627952576,,
198,-2.59801816940308,2.24680519104004,,
199,-2.05584049224854,2.46405744552612,,
200,-2.05833053588867,2.45635271072388,,
201,-1.86101186275482,2.62858247756958,,
202,-2.63001942634583,3.01679182052612,,
203,-2.39786076545715,2.41033864021301,,
204,-2.57126879692078,2.94777226448059,,
205,-1.92389023303986,2.37659430503845,,
206,-2.76323866844177,1.77395021915436,,
207,-2.9826991558075,2.28385281562805,,
208,-2.30953001976013,3.87307286262512,,
209,-2.54952764511108,2.20482873916626,,
210,-2.40071558952332,1.45116817951202,,
211,-2.12345242500305,2.47685503959656,,
212,-3.54052400588989,2.20478105545044,,
213,-2.24173045158386,2.58979296684265,,
214,-2.14657878875732,2.4573450088501,,
215,-1.53731286525726,3.13195729255676,,
216,-2.35550785064697,2.72342014312744,,
217,-2.0801362991333,2.59433698654175,,
218,-3.06698870658875,1.84083294868469,,
219,-2.74582648277283,1.78892362117767,,
220,-2.94312644004822,2.35900688171387,,
221,-2.09847903251648,2.23018312454224,,
222,-3.09884548187256,2.57626914978027,,
223,-2.62303853034973,2.68700790405273,,
224,-2.06351113319397,2.44604086875916,,
225,-2.29519104957581,1.66010248661041,,
226,-2.87425398826599,2.14316344261169,,
227,-2.49705910682678,1.9675155878067,,
228,-3.06132245063782,2.27161312103271,,
229,-2.94972896575928,2.0677809715271,,
230,-2.18431997299194,2.44190216064453,,
231,-2.33156943321228,2.54144954681396,,
232,-2.35221004486084,2.94612646102905,,
233,-2.5392587184906,2.72397804260254,,
234,-2.16134095191956,2.88293170928955,,
235,-2.77714562416077,3.72800874710083,,
236,-2.87745428085327,3.28414058685303,,
237,-2.3498363494873,2.1290819644928,,
238,-2.11079525947571,2.23017382621765,,
239,-3.84025955200195,2.70003509521484,,
240,-2.54622769355774,1.81882858276367,,
241,-2.26040172576904,2.34486484527588,,
242,-2.94994831085205,2.24099206924438,,
243,-2.79911637306213,1.73529982566834,,
244,-2.89772820472717,2.42751145362854,,
245,-2.58584690093994,2.8607861995697,,
246,-2.27868413925171,2.61994910240173,,
247,-2.60429954528809,2.89025211334229,,
248,-2.92425775527954,2.59883046150208,,
249,-2.89042258262634,2.44222831726074,,
250,-1.87137734889984,2.93026494979858,,
251,-2.74904632568359,1.74663650989532,,
252,-2.06001901626587,1.81086349487305,,
253,-3.52630424499512,2.37608695030212,,
254,-2.86345410346985,2.54179644584656,,
255,-2.6565854549408,1.94660401344299,,
256,-1.85397696495056,2.6796932220459,,
257,-2.06940007209778,2.59607219696045,,
258,-2.20456099510193,2.39150357246399,,
259,-1.96602547168732,3.02801012992859,,
260,-1.77059125900269,1.92747902870178,,
261,-2.56032562255859,2.58836317062378,,
262,-2.97561573982239,2.44832277297974,,
263,-1.82271897792816,2.40647745132446,,
264,-2.6780424118042,2.46256303787231,,
265,-1.85735309123993,2.58359670639038,,
266,-2.99718403816223,2.37445473670959,,
267,-2.47435307502747,2.62605738639832,,
268,-2.80149602890015,2.38354468345642,,
269,-3.3196337223053,2.56190943717957,,
270,-2.53329825401306,2.4603853225708,,
271,-2.74260354042053,2.00975704193115,,
272,-2.01787042617798,1.93206381797791,,
273,-2.69186568260193,2.38928079605103,,
274,-2.59949064254761,2.36417818069458,,
275,-2.5588173866272,2.96998739242554,,
276,-2.36595869064331,2.94643115997314,,
277,-2.01115202903748,2.48317766189575,,
278,-2.07421803474426,2.38250589370728,,
279,-2.70068025588989,2.63417935371399,,
280,-3.05375194549561,2.41675400733948,,
281,-2.55378913879395,1.70351243019104,,
282,-2.41121172904968,3.0834629535675,,
283,-2.09481906890869,2.17072987556458,,
284,-2.08603596687317,2.61750245094299,,
285,-2.65278840065002,2.67735958099365,,
286,-2.13917684555054,2.77030444145203,,
287,-4.07097911834717,2.53657746315002,,
288,-2.45736980438232,1.76316106319428,,
289,-2.33428478240967,2.73513865470886,,
290,-2.02936410903931,2.16789555549622,,
291,-2.28334951400757,2.57560920715332,,
292,-2.64785313606262,2.23759889602661,,
293,-2.65454339981079,2.34292054176331,,
294,-2.09868621826172,2.41479778289795,,
295,-2.59245681762695,2.39005541801453,,
296,-1.92999708652496,2.1145761013031,,
297,-2.37878823280334,2.67324757575989,,
298,-2.67420148849487,2.42539167404175,,
299,-2.77080750465393,2.34828424453735,,
300,-2.40953016281128,3.08490610122681,,
301,-2.38445901870728,2.20637273788452,,
302,-2.05119776725769,2.87286114692688,,
303,-2.90524458885193,2.31429409980774,,
304,-3.03618311882019,2.58817362785339,,
305,-2.38642978668213,2.40821146965027,,
306,-2.84492158889771,2.42586231231689,,
307,-2.40934014320374,1.99159562587738,,
308,-2.50850057601929,2.11268711090088,,
309,-2.32150506973267,2.22066521644592,,
310,-2.30481123924255,3.09635233879089,,
311,-2.2881236076355,2.58917880058289,,
312,-2.73512029647827,1.72352802753449,,
313,-2.58107423782349,2.25446724891663,,
314,-2.40028095245361,2.58855485916138,,
315,-3.54999828338623,2.51597499847412,,
316,-2.24156999588013,2.36222147941589,,
317,-2.54120063781738,2.37828636169434,,
318,-2.66335797309875,2.04621911048889,,
319,-2.40787553787231,1.95638656616211,,
320,-3.64420032501221,1.89288568496704,,
321,-2.80377435684204,2.57322812080383,,
322,-2.48987579345703,2.57518935203552,,
323,-2.37743020057678,2.89617085456848,,
324,-3.1990807056427,2.08539271354675,,
325,-2.7211766242981,2.86827921867371,,
326,-2.58296322822571,2.2835259437561,,
327,-2.68332290649414,1.7396479845047,,
328,-2.40347170829773,3.41018557548523,,
329,-2.17967963218689,2.7573516368866,,
330,-3.15771627426147,3.40456128120422,,
331,-2.86139011383057,3.20128798484802,,
332,-2.59860682487488,2.44175577163696,,
333,-2.81066370010376,2.51774859428406,,
334,-1.9196298122406,2.12540674209595,,
335,-3.09299087524414,2.43406510353088,,
336,-2.4331214427948,2.12098145484924,,
337,-2.49227404594421,2.69728255271912,,
338,-2.95905709266663,2.64881992340088,,
339,-2.44049572944641,3.0583393573761,,
340,-2.38938903808594,3.72986888885498,,
341,-2.1944088935852,3.95142865180969,,
342,-2.16931939125061,2.20242238044739,,
343,-2.96419048309326,2.59533476829529,,
344,-2.23382377624512,2.77432680130005,,
345,-2.55035543441772,2.62006974220276,,
346,-2.12235331535339,2.48013877868652,,
347,-2.23898339271545,1.97302782535553,,
348,-2.32229852676392,2.61478972434998,,
349,-3.11726379394531,1.94905865192413,,
350,-2.01058340072632,2.14435219764709,,
351,-2.63246178627014,2.51780939102173,,
352,-1.90156936645508,2.51037502288818,,
353,-2.70794606208801,2.8013653755188,,
354,-2.67261576652527,2.70346665382385,,
355,-2.32883882522583,2.22352886199951,,
356,-2.34481310844421,2.24793887138367,,
357,-2.20400357246399,2.24513411521912,,
358,-2.80572009086609,2.1456515789032,,
359,-2.25994038581848,2.10494112968445,,
360,-2.31523251533508,2.02064180374145,,
361,-2.52453517913818,2.42078852653503,,
362,-2.80530476570129,2.03120541572571,,
363,-3.01439166069031,2.04947209358215,,
364,-2.2513952255249,2.33312368392944,,
365,-2.9291787147522,3.03570318222046,,
366,-3.85856032371521,2.25979542732239,,
367,-3.32064437866211,2.22089791297913,,
368,-2.28384399414062,3.4370756149292,,
369,-2.36943411827087,2.18026661872864,,
370,-1.9603716135025,2.99414944648743,,
371,-1.95416235923767,2.59402465820312,,
372,-2.51595449447632,3.3771448135376,,
373,-1.96764302253723,2.57178449630737,,
374,-2.62692213058472,2.0809006690979,,
375,-2.16265034675598,2.49134397506714,,
376,-2.02058672904968,2.20087790489197,,
377,-2.59989309310913,2.4568874835968,,
378,-2.60847234725952,2.07689332962036,,
379,-2.86715006828308,2.61658930778503,,
380,-2.53751730918884,3.65054702758789,,
381,-2.24857568740845,2.07442402839661,,
382,-2.96819877624512,2.65867829322815,,
383,-2.27894639968872,2.91863584518433,,
384,-2.00917863845825,2.67557525634766,,
385,-2.47363305091858,2.51118183135986,,
386,-2.72473931312561,2.85262441635132,,
387,-2.79960632324219,2.26836276054382,,
388,-2.63077712059021,3.19270896911621,,
389,-1.97858488559723,2.12229466438293,,
390,-2.50773525238037,1.81573438644409,,
391,-3.7136435508728,2.47294044494629,,
392,-3.46031999588013,3.22425699234009,,
393,-2.35228490829468,2.14092445373535,,
394,-1.80079507827759,2.61572027206421,,
395,-2.12483406066895,2.67580008506775,,
396,-2.78531122207642,2.16478323936462,,
397,-2.24114012718201,1.87279617786407,,
398,-2.79428005218506,2.91245794296265,,
399,-2.61797547340393,2.48242139816284,,
400,-2.26947975158691,2.17124652862549,,
401,-2.45866227149963,2.47997212409973,,
402,-3.15061688423157,2.80424523353577,,
403,-2.12728118896484,2.51661539077759,,
404,-2.19917702674866,2.53581953048706,,
405,-2.46109199523926,2.12255644798279,,
406,-2.97127270698547,3.14292669296265,,
407,-2.68662691116333,2.61795496940613,,
408,-2.94906425476074,2.90232276916504,,
409,-2.25274276733398,2.68971800804138,,
410,-1.98978388309479,2.29474067687988,,
411,-2.38123607635498,2.45630240440369,,
412,-2.56786513328552,2.47455954551697,,
413,-3.11623358726501,2.36317825317383,,
414,-2.79228281974792,2.22122764587402,,
415,-2.4580066204071,1.82086873054504,,
416,-2.51688456535339,3.11747145652771,,
417,-3.37939667701721,2.91056728363037,,
418,-2.20149564743042,1.94493699073792,,
419,-2.09542393684387,2.53960514068604,,
420,-3.38089728355408,2.35765218734741,,
421,-3.50495862960815,2.80255270004272,,
422,-1.94876158237457,2.80761480331421,,
423,-2.37331080436707,2.5123610496521,,
424,-2.42254233360291,2.66939449310303,,
425,-2.89654040336609,2.36689782142639,,
426,-2.19153308868408,1.84630596637726,,
427,-2.8099992275238,2.2639536857605,,
428,-2.479651927948,2.26891803741455,,
429,-1.89158082008362,2.57787013053894,,
430,-3.05647468566895,2.23326945304871,,
431,-2.3522093296051,2.81388831138611,,
432,-2.44004464149475,2.36559271812439,,
433,-2.40837407112122,1.99660658836365,,
434,-3.25868511199951,2.4547324180603,,
435,-2.12630367279053,2.14443731307983,,
436,-2.35592246055603,2.39509868621826,,
437,-3.21576595306396,2.59430384635925,,
438,-3.25344395637512,2.12231659889221,,
439,-2.23469853401184,3.35663461685181,,
440,-2.21771168708801,2.18299865722656,,
441,-1.94626307487488,2.01441168785095,,
442,-2.32556843757629,2.06000566482544,,
443,-2.33593678474426,2.52023577690125,,
444,-1.89475011825562,2.82693219184875,,
445,-2.79342818260193,2.46003222465515,,
446,-1.75050485134125,1.5891444683075,,
447,-2.64833927154541,2.39251589775085,,
448,-2.49155497550964,2.18668389320374,,
449,-1.94627642631531,3.43064188957214,,
450,-1.95577490329742,2.78124189376831,,
451,-3.17744398117065,2.35198783874512,,
452,-2.21699452400208,2.33354306221008,,
453,-1.94736409187317,1.98199486732483,,
454,-2.49444174766541,2.52194619178772,,
455,-2.00344848632812,2.6961624622345,,
456,-2.2020468711853,3.42053580284119,,
457,-3.00154852867126,2.84847021102905,,
458,-2.0608549118042,2.7366840839386,,
459,-2.34820461273193,3.17148447036743,,
460,-3.13642024993896,2.27677941322327,,
461,-2.57021641731262,2.23891043663025,,
462,-3.37744951248169,1.65830159187317,,
463,-2.46036601066589,2.07041001319885,,
464,-2.4918110370636,1.98723638057709,,
465,-2.4769868850708,2.71490287780762,,
466,-3.00641775131226,2.11118078231812,,
467,-2.72439026832581,2.41027593612671,,
468,-2.98622512817383,2.10821938514709,,
469,-2.25601768493652,2.61721181869507,,
470,-2.59488224983215,2.73802351951599,,
471,-2.5185489654541,2.00935077667236,,
472,-3.43187499046326,3.256587266922,,
473,-2.1690821647644,2.67079401016235,,
474,-1.8641220331192,2.26870608329773,,
475,-3.72151565551758,2.54775261878967,,
476,-2.17131185531616,2.28722310066223,,
477,-2.1119282245636,2.54154968261719,,
478,-2.37714672088623,2.43593215942383,,
479,-2.41958570480347,2.45341420173645,,
480,-2.83969354629517,2.39764451980591,,
481,-3.26250314712524,2.23840403556824,,
482,-2.32119679450989,2.48196887969971,,
483,-2.36592435836792,2.55714058876038,,
484,-2.57883644104004,1.93328845500946,,
485,-2.28000974655151,2.10910582542419,,
486,-2.49547004699707,2.63181066513062,,
487,-2.00064969062805,2.62514448165894,,
488,-2.23509335517883,2.2121102809906,,
489,-2.60996890068054,2.68349742889404,,
490,-2.24158883094788,2.03844594955444,,
491,-2.77659821510315,2.45880556106567,,
492,-2.40379095077515,2.5980019569397,,
493,-2.12382411956787,2.23246765136719,,
494,-2.73939561843872,2.82348394393921,,
495,-2.18274331092834,2.33423805236816,,
496,-2.36056399345398,2.21622776985168,,
497,-2.32683062553406,2.28717875480652,,
498,-2.34771680831909,2.24952554702759,,
499,-2.42987203598022,2.46441197395325,,
500,-2.50413632392883,2.46885418891907,,
501,-2.31275916099548,2.28809666633606,,
502,-2.18234968185425,2.0012583732605,,
503,-2.52498126029968,2.52120637893677,,
504,-2.49239158630371,2.02784371376038,,
505,-2.58426880836487,2.49750542640686,,
506,-2.35916209220886,1.70137846469879,,
507,-2.39973735809326,2.18707180023193,,
508,-2.58198094367981,2.81172275543213,,
509,-2.87156248092651,2.38717985153198,,
510,-3.4159836769104,3.05302262306213,,
511,-1.6588317155838,3.84765291213989,,
512,-2.00442361831665,2.53092193603516,,
513,-2.58358407020569,2.01824426651001,,
514,-2.40151834487915,3.07516169548035,,
515,-2.30018472671509,2.13232016563416,,
516,-3.06283473968506,1.82608008384705,,
517,-2.42858028411865,2.41007971763611,,
518,-2.26060009002686,2.27161264419556,,
519,-1.88198840618134,2.26188611984253,,
520,-1.75269377231598,2.9433274269104,,
521,-2.36266946792603,2.71147871017456,,
522,-2.50414609909058,2.39005088806152,,
523,-2.72738695144653,2.0633852481842,,
524,-2.83355689048767,2.62262582778931,,
525,-2.19441866874695,2.44285821914673,,
526,-2.24634385108948,2.23883295059204,,
527,-2.69592380523682,2.41379165649414,,
528,-2.30901741981506,2.46735835075378,,
529,-1.74018442630768,2.23622465133667,,
530,-2.48489212989807,2.50828289985657,,
531,-2.60278058052063,3.0597198009491,,
532,-2.47020626068115,3.22067022323608,,
533,-2.73368978500366,2.19058036804199,,
534,-2.6693742275238,2.61550807952881,,
535,-1.93489837646484,2.58003711700439,,
536,-2.04875111579895,2.90079927444458,,
537,-2.3785834312439,2.40263366699219,,
538,-3.16671943664551,2.19678425788879,,
539,-2.89319276809692,2.21555972099304,,
540,-1.80028402805328,2.72369694709778,,
541,-2.26647710800171,2.92825245857239,,
542,-2.5061092376709,2.1581027507782,,
543,-2.16730427742004,3.01426434516907,,
544,-1.95218360424042,2.12924671173096,,
545,-2.92315793037415,2.02552533149719,,
546,-2.51703667640686,2.15315341949463,,
547,-2.17877149581909,3.14097952842712,,
548,-3.53811645507812,2.57919883728027,,
549,-3.32420992851257,3.2548611164093,,
550,-1.96988713741303,2.74560332298279,,
551,-2.30624318122864,2.85797786712646,,
552,-2.605637550354,2.64869093894958,,
553,-2.51586031913757,2.01173734664917,,
554,-2.97375822067261,2.60169744491577,,
555,-1.94058501720428,2.77477717399597,,
556,-2.03681111335754,2.3714804649353,,
557,-2.34160375595093,2.50308728218079,,
558,-1.91545653343201,1.67846977710724,,
559,-3.11147212982178,2.72598791122437,,
560,-2.38598155975342,2.14054751396179,,
561,-2.40206503868103,2.33107233047485,,
562,-2.44902372360229,2.29676580429077,,
563,-2.14590835571289,2.19460105895996,,
564,-2.42718768119812,2.11071991920471,,
565,-2.41421175003052,2.38298678398132,,
566,-2.34701657295227,2.12870287895203,,
567,-2.84345936775208,2.79459190368652,,
568,-2.37371206283569,2.63683462142944,,
569,-2.70210671424866,2.12270259857178,,
570,-3.05666780471802,2.85473775863647,,
571,-2.40095472335815,2.3344943523407,,
572,-2.55364394187927,2.69186353683472,,
573,-2.72857809066772,2.45031666755676,,
574,-2.2883563041687,2.874835729599,,
575,-2.10207152366638,2.19895672798157,,
576,-3.00929379463196,2.71946740150452,,
577,-2.57857584953308,3.08937430381775,,
578,-2.21124196052551,1.88373577594757,,
579,-2.3047878742218,2.52193713188171,,
580,-2.07353854179382,2.91298365592957,,
581,-2.69122123718262,2.02370977401733,,
582,-1.89444732666016,3.28843641281128,,
583,-2.94605565071106,3.39373469352722,,
584,-2.64711403846741,2.22410821914673,,
585,-2.43221640586853,3.09373784065247,,
586,-2.76699113845825,2.98882961273193,,
587,-2.90455079078674,2.39580488204956,,
588,-2.23273706436157,2.6352550983429,,
589,-3.01584100723267,2.48191237449646,,
590,-1.88796257972717,2.76274800300598,,
591,-2.79818272590637,2.57458710670471,,
592,-2.62345600128174,2.33125066757202,,
593,-2.19366097450256,2.11326050758362,,
594,-2.34440636634827,2.43262791633606,,
595,-2.39271688461304,2.29059910774231,,
596,-1.77903509140015,2.71666860580444,,
597,-2.58196592330933,2.4350266456604,,
598,-2.39159393310547,2.04681062698364,,
599,-2.84733152389526,2.41701436042786,,
600,-2.51289510726929,2.33864855766296,,
601,-2.57884216308594,3.08621501922607,,
602,-2.06609916687012,3.06316995620728,,
603,-2.22166585922241,2.13829779624939,,
604,-2.76322603225708,2.15480947494507,,
605,-2.16844749450684,2.52557134628296,,
606,-2.00547027587891,2.46666383743286,,
607,-2.68396997451782,2.23885822296143,,
608,-2.97747898101807,2.75823640823364,,
609,-3.1532576084137,2.28909015655518,,
610,-2.7762565612793,2.41419076919556,,
611,-2.45150279998779,2.44568872451782,,
612,-2.29213714599609,1.94684934616089,,
613,-2.17550563812256,2.63846254348755,,
614,-2.27039480209351,2.48450493812561,,
615,-2.60048580169678,2.52384424209595,,
616,-2.08805131912231,3.33505415916443,,
617,-2.66037583351135,2.22963929176331,,
618,-2.00917863845825,2.76569366455078,,
619,-2.52029728889465,1.66191804409027,,
620,-2.70688915252686,2.52395033836365,,
621,-2.41499280929565,2.6446545124054,,
622,-3.438068151474,2.03441333770752,,
623,-2.19474387168884,2.21948051452637,,
624,-3.17884421348572,1.92670440673828,,
625,-2.51473808288574,2.41802430152893,,
626,-2.85315942764282,2.72218894958496,,
627,-2.06522297859192,3.31981253623962,,
628,-2.20958685874939,2.41103100776672,,
629,-2.4705069065094,2.72766494750977,,
630,-2.20389127731323,1.73343074321747,,
631,-2.91964650154114,2.36647987365723,,
632,-1.9018669128418,3.18504118919373,,
633,-2.62285161018372,2.20835041999817,,
634,-2.39536666870117,2.45286631584167,,
635,-2.08931088447571,2.61614775657654,,
636,-2.32796931266785,2.37974691390991,,
637,-2.6404390335083,2.18864464759827,,
638,-2.34989905357361,2.87911486625671,,
639,-2.11053895950317,2.51026296615601,,
640,-2.23304677009583,2.34507989883423,,
641,-2.60984659194946,2.85101938247681,,
642,-3.02155232429504,2.39985656738281,,
643,-3.16006636619568,2.37244319915771,,
644,-2.65383863449097,2.94867873191833,,
645,-2.43001794815063,1.4151953458786,,
646,-2.56468939781189,2.15604567527771,,
647,-2.0538592338562,2.38259339332581,,
648,-2.45266532897949,2.52021336555481,,
649,-2.47191977500916,3.00208163261414,,
650,-2.05044174194336,1.89107489585876,,
651,-2.31582403182983,2.7949104309082,,
652,-2.65852165222168,2.56715035438538,,
653,-2.80679798126221,2.50646638870239,,
654,-1.86639142036438,1.87027835845947,,
655,-2.11118006706238,2.73191285133362,,
656,-2.54867553710937,2.61543369293213,,
657,-2.15403532981873,2.88588190078735,,
658,-2.42228889465332,2.11927270889282,,
659,-2.10295963287354,2.85071468353271,,
660,-1.67671751976013,3.00904273986816,,
661,-1.79254591464996,2.28781604766846,,
662,-2.59127998352051,2.47138357162476,,
663,-2.45137524604797,2.24119281768799,,
664,-2.60446834564209,2.91625928878784,,
